Sura_Number,Verse_Number,Subtitle_Before_Verse,VerseText_Part1,Subtitle_Middle_Of_Verse,VerseText_after_MidSubtitle_if_any,Footnote,
,47,,তারা কি ভবিষ্যৎ জানে? তাদের কাছে কি তা লিপিবদ্ধ আছে?,,,,
,48,,"তুমি তোমার প্রভুর হুকুম পালনে দৃঢ়তার সাথে অবিচল থাকবে। (ইউনুস,) যে মাছের ভিতর থেকে ডেকেছিল তার মতো হইও না।",,,,
,49,,"যদি তোমার প্রভুর পক্ষ থেকে করুণা না হতো, তবে সে পাপী হিসেবে মরুভূমিতে নিক্ষিপ্ত হতো।",,,,
,50,,"কিন্তু তার প্রভু তাকে অনুগ্রহ করলেন, এবং তাকে সৎকর্মশীল বানালেন।",,,,
,51,,"যারা অবিশ্বাস করে, তারা যখন বার্তা শোনে তারা তাদের চাহনি দিয়ে উপহাস করে এবং বলে, “সে পাগল!”",,,,
,52,,এটি প্রকৃতপক্ষে বিশ্ববাসীর কাছে একটি বার্তা।,,,,
,,,,,,,
69,0,,"পরম করুণাময়, পরম দয়ালু আল্লাহর নামে।",,,,
,1,,সে তর্কাতীত (ঘটনা)।,,,,
,2,,কি এক তর্কাতীত (ঘটনা)!,,,,
,3,,এটি সত্যিই তর্কাতীত।,,,,
,4,,সামুদ ও আ'দ অবিশ্বাস করেছিল আঘাতকারীকে।,,,,
,5,,"সামুদের ক্ষেত্রে, তারা বিলুপ্ত হয়েছিল বিধ্বংসী (কম্পন) দ্বারা।",,,,
,6,,"আ'দের ক্ষেত্রে, তারা বিলুপ্ত হয়েছিল এক অনবরত, তীব্র ঝড় দ্বারা।",,,,
,7,,"একে তিনি তাদের উপর ছেড়ে দিয়েছিলেন সাত রাত ও আট দিনের জন্য, হিংস্রভাবে। তুমি লোকদের দেখতে পেতে চারদিকে ছুড়ে পড়ছিল, ক্ষয়প্রাপ্ত খেজুর গাছের কাণ্ডের মতো।",,,,
,8,,তুমি কি তাদের কারো চিহ্ন পাও?,,,,
,9,,"ফেরাউন, তার পূর্বে অন্যরা এবং (সডমের) পাপিরা ছিল মন্দ।",,,,
,10,,"তারা তাদের প্রভুর বার্তাবাহককে অমান্য করেছিল। পরিণামে, তিনি তাদের প্রতিদান দিয়েছিলেন, বিধ্বংসী এক প্রতিদান।",,,,
,11,,"বন্যাটি ছিল বিধ্বংসী, তাই আমরা তোমাদের ভাসমান (নৌযানে) আরোহণ করিয়েছিলাম।  ",,,,
,12,,"আমরা তোমাদের জন্য একে করেছি একটি শিক্ষা, যাতে কোন শ্রবনরত কান বুঝতে পারে।",,,,
,13,,একবার যখন শিঙ্গায় ফুঁ দেয়া হয়।,,,,
,14,,পৃথিবী ও পর্বতমালাকে বয়ে আনা হবে এবং চূর্ণ-বিচূর্ণ করা হবে; একেবারেই চূর্ণ-বিচূর্ণ।,,,,
,15,,ঐটা সেই দিন যখন সে অনিবার্য ঘটনা সংঘটিত হবে।,,,,
,16,,"আকাশ ফেটে পড়বে, এবং ছিন্ন হবে।",,,,
,17,,"ফেরেশতারা চারদিকে থাকবে, এবং তোমার প্রভুর রাজ্য তখন পরিবেষ্টন করবে আট (মহাবিশ্বে)।*",,,,
,18,,"ঐদিন, তোমাদের আসল চেহারা উন্মোচিত হবে, তোমাদের কোনকিছুই গোপন করা যাবে না।",,,,
,19,বিশ্বাসীগণ ,"আর যে ব্যক্তি তার রেকর্ড তার ডান হাতে পায়, সে বলবে, “এসো আমার নথিটি পড়।",,,,
,20,,“আমার বিশ্বাস ছিল যে আমাকে জবাবদিহি করতে হবে। ”,,,,
,21,,সে সুখী জীবন অর্জন করেছে।,,,,
,22,,একটি মহিমান্বিত স্বর্গে।,,,,
,23,,এর ফলগুলো হাতের নাগালের মধ্যে।  ,,,,
,24,,অতীতের দিনগুলোয় তোমাদের কাজের বিনিময়ে সানন্দে খাও এবং পান করো।,,,,
